# Data from Clarivate Analytics' Web of Science, retrieved 5 December 2018
# This file generated on 2019-01-31 11:21:20
item,id,year,title,AU,SO,DE
12883,WOS:000303284500021,2012,"Assessing innovative cropping systems with DEXiPM, a qualitative multi-criteria assessment tool derived from DEXi","Pelzer, E|Fortino, G|Bockstaller, C|Angevin, F|Lamine, C|Moonen, C|Vasileiadis, V|Guerin, D|Guichard, L|Reau, R|Messean, A",ECOLOGICAL INDICATORS,cropping system integrated pest management sustainability assessment ex ante qualitative multi-attribute decision models dexi
12884,WOS:000318057900006,2013,Conceptual evaluation of continental land-surface model behaviour,"Peeters, LJM|Crosbie, RS|Doble, RC|Van Dijk, AIJM",ENVIRONMENTAL MODELLING & SOFTWARE,landscape model conceptual model evaluation self organizing map australia
12885,WOS:000349591400021,2015,System optimization of the On-Line Electric Vehicle operating in a closed environment,"Jang, YJ|Jeong, S|Ko, YD",COMPUTERS & INDUSTRIAL ENGINEERING,electric vehicle wireless power transfer on-line electric vehicle system modeling road powered electric vehicle optimizations
12886,WOS:000377460100003,2016,On the implementation and effectiveness of morphological close-open and open-close filters for topology optimization,"Schevenels, M|Sigmund, O",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,topology optimization morphological filters length scale control sensitivity analysis
12887,WOS:000256571000004,2008,"Diagnostic analysis of water balance variability: A comparative modeling study of catchments in Perth, Newcastle, and Darwin, Australia","Samuel, JM|Sivapalan, M|Struthers, I",WATER RESOURCES RESEARCH,
12888,WOS:000324292300025,2013,Efficient posterior exploration of a high- dimensional groundwater model from two- stage Markov chain Monte Carlo simulation and polynomial chaos expansion,"Laloy, E|Rogiers, B|Vrugt, JA|Mallants, D|Jacques, D",WATER RESOURCES RESEARCH,groundwater model two-stage mcmc polynomial chaos high-parameter dimensionality
12889,WOS:000370819500019,2016,Economic and environmental evaluation of coal-and-biomass-to-liquids-and-electricity plants equipped with carbon capture and storage,"Aitken, ML|Loughlin, DH|Dodder, RS|Yelverton, WH",CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY,market allocation (markal) energy system model fischer-tropsch liquid fuels gasification electricity generation coal biomass carbon capture and sequestration
12890,WOS:000230451400002,2005,Shape optimization using reproducing kernel particle method and an enriched genetic algorithm,"Zhang, ZQ|Zhou, JX|Zhou, N|Wang, XM|Zhang, L",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,shape optimization meshfree methods reproducing kernel particle method genetic algorithms
12891,WOS:000170260800005,2001,The location of deep salinity sources in the Israeli Coastal aquifer,"Shavit, U|Furman, A",JOURNAL OF HYDROLOGY,groundwater inverse problem finite elements salinity sources israeli coastal aquifer
12892,WOS:000393243900048,2017,Non-stationary transport phenomena in networks of fractures: Effective simulations and stochastic analysis,"Berrone, S|Pieraccini, S|Scialo, S",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,darcy flows discrete fracture networks optimization methods for elliptic problems xfem unsteady advection-diffusion in fractured media uncertainty quantification in fractured media
12893,WOS:000335773400012,2014,Health risk analysis of atmospheric polycyclic aromatic hydrocarbons in big cities of China,"Wang, YH|Hu, LF|Lu, GH",ECOTOXICOLOGY,polycyclic aromatic hydrocarbons health risk air monte carlo simulation
12894,WOS:000271369500015,2009,A Green-function-based multiscale method for uncertainty quantification of finite body random heterogeneous materials,"Xu, XF|Chen, X|Shen, LH",COMPUTERS & STRUCTURES,green-function-based multiscale method uncertainty quantification boundary value problems random heterogeneous materials scale-coupling
12895,WOS:000267239800009,2009,Evaluation of the Energy Fund by AHPGRA Model,"Wu, CR|Chang, HY",JOURNAL OF GREY SYSTEM,general agent energy fund performance evaluation ahp gra
12896,WOS:000171209400008,2001,Sensitivity analysis of neural networks in spool fabrication productivity studies,"Lu, M|AbouRizk, SM|Hermann, UH",JOURNAL OF COMPUTING IN CIVIL ENGINEERING,
12897,WOS:000232842200006,2005,Sensitivity analysis for hydrology and pesticide supply towards the river in SWAT,"Holvoet, K|van Griensven, A|Seuntjens, P|Vanrolleghem, PA",PHYSICS AND CHEMISTRY OF THE EARTH,swat sensitivity analysis water quality modelling river-basin management
12898,WOS:000359955900035,2015,Energy efficiency in processing of natural raw materials under consideration of uncertainties,"Pehlken, A|Decker, A|Kottowski, C|Kirchner, A|Thoben, KD",JOURNAL OF CLEANER PRODUCTION,energy efficiency feed production uncertainty energy savings natural resources
12899,WOS:000393931700039,2017,3D modeling of phytoplankton seasonal variation and nutrient budget in a southern Mediterranean Lagoon,"Bejaoui, B|Solidoro, C|Harzallah, A|Chevalier, C|Chapelle, A|Zaaboub, N|Aleya, L",MARINE POLLUTION BULLETIN,"coupled hydrodynamic biogeochemical model water budget nutrient budget, water quality, lagoon"
12900,WOS:000340991200021,2014,Significance of settling model structures and parameter subsets in modelling WWTPs under wet-weather flow and filamentous bulking conditions,"Ramin, E|Sin, G|Mikkelsen, PS|Plosz, BG",WATER RESEARCH,activated sludge wastewater treatment plant calibration secondary settling tank global sensitivity analysis monte carlo
12901,WOS:000337451900001,2014,Error Modeling and Sensitivity Analysis of a Five-Axis Machine Tool,"Tian, WJ|Gao, WG|Chang, WF|Nie, YX",MATHEMATICAL PROBLEMS IN ENGINEERING,
12902,WOS:000355262900012,2015,A meta-heuristic solution for automated refutation of complex software systems specified through graph transformations,"Rafe, V|Moradi, M|Yousefian, R|Nikanjam, A",APPLIED SOFT COMPUTING,model checking refutation pso gsa graph transformation system state space explosion
12903,WOS:000397923700011,2017,On the Scarcity Value of Irrigation Water: Juxtaposing Two Market Estimating Approaches,"Kampas, A|Rozakis, S",WATER RESOURCES MANAGEMENT,water scarcity rents demand and supply-side rationale soft-path approach
12904,WOS:000287575500001,2011,Laboratory and numerical modeling of water balance in a layered sloped soil cover with channel flow pathway over mine waste rock,"Song, Q|Yanful, EK",ENVIRONMENTAL EARTH SCIENCES,acid rock drainage channel flow laboratory test soil cover vadose/w water balance
12905,WOS:000242103900009,2006,A response-modeling approach to global optimization and OUU,"Rutherford, B",OPTIMIZATION AND ENGINEERING,global optimization computer modeling experimental design uncertainty quantification optimization under uncertainty response-modeling
12906,WOS:000298644400008,2012,Life cycle assessment comparison of substrates for the bioremediation of pentachloroaniline under acidogenic/methanogenic conditions,"Hong, JL|Li, XZ",INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,bioremediation electron donor environmental impact life cycle assessment pentachloroaniline
12907,WOS:000398426200067,2017,An improved approach to evaluate car sharing options,"Qu, M|Yu, SH|Yu, MJ",ECOLOGICAL INDICATORS,fuzzy analytic hierarchy process fuzzy technique for order preference by similarity to ideal solution car sharing indicator sensitivity analysis
12908,WOS:000226673100006,2005,Hybrid genetic algorithm - Local search methods for solving groundwater source identification inverse problems,"Mahinthakumar, GK|Sayeed, M",JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,
12909,WOS:000367879300008,2016,Modelling Primary Producer Interaction and Composition: an Example of a UK Lowland River,"Lazar, AN|Wade, AJ|Moss, B",ENVIRONMENTAL MODELING & ASSESSMENT,stream ecosystem processes ecological interaction seasonal control process-based model
12910,WOS:000411548500042,2017,Techno-economic and sensitivity analysis of bioethanol production from rice straw in Malaysia,"Hanif, M|Abu Bakar, MS|Mahlia, TMI",WASTE MANAGEMENT,
12911,WOS:000412612700058,2017,Retention performance of green roofs in representative climates worldwide,"Viola, F|Hellies, M|Deidda, R",JOURNAL OF HYDROLOGY,greenroof retention
12912,WOS:000279499900009,2010,Assessing water renewal of the northern coastal zone in China using a variable fuzzy pattern recognition model,"Peng, H|Zhou, HC|Li, M",JOURNAL OF HYDROINFORMATICS,northern coastal zone rough sets theory single factor sensitivity analysis variable fuzzy pattern recognition model water renewal
12913,WOS:000274389800010,2010,Reconciling Uncertain Costs and Benefits in Bayes Nets for Invasive Species Management,"Burgman, MA|Wintle, BA|Thompson, CA|Moilanen, A|Runge, MC|Ben-Haim, Y",RISK ANALYSIS,benefit-cost analysis info-gap invasive species nonstatistical uncertainty sensitivity analysis
12914,WOS:000386913800023,2016,The Impact of Individual Anthropogenic Emissions Sectors on the Global Burden of Human Mortality due to Ambient Air Pollution,"Silva, RA|Adelman, Z|Fry, MM|West, JJ",ENVIRONMENTAL HEALTH PERSPECTIVES,
12915,WOS:000393655300005,2017,Prediction of Slope Stability Based on Hybrid PSO and LSSVM,"Xue, XH",JOURNAL OF COMPUTING IN CIVIL ENGINEERING,slope stability least squares support vector machine particle swarm optimization factor of safety
12916,WOS:000346551500039,2014,The impact of carbon policies on supply chain design and logistics of a major retailer,"Jin, MZ|Granda-Marulanda, NA|Down, I",JOURNAL OF CLEANER PRODUCTION,carbon policy freight transportation supply chain design retailing
12917,WOS:000397363000014,2017,Uncertainty and sensitivity analysis of spatio-temporal occupant behaviors on residential building energy usage utilizing Karhunen-Loeve expansion,"O'Neill, Z|Niu, FX",BUILDING AND ENVIRONMENT,occupant behaviors uncertainty and sensitivity analysis spatio-temporal karhunen-loeve expansion
12918,WOS:000336427900003,2014,Sparse Randomized Maximum Likelihood (SpRML) for subsurface flow model calibration and uncertainty quantification,"Khaninezhad, MM|Jafarpour, B",ADVANCES IN WATER RESOURCES,sparsity compressed sensing laplace priors bayesian inversion randomized maximum likelihood model calibration
12919,WOS:000380357100001,2016,Reliability Evaluation for the Running State of the Manufacturing System Based on Poor Information,"Xia, XT|Zhu, WH|Liu, B",MATHEMATICAL PROBLEMS IN ENGINEERING,
12920,WOS:000398514800001,2017,"GIS-Coupled Numerical Modeling for Sustainable Groundwater Development: Case Study of Aynalem Well Field, Ethiopia","Kerebih, MS|Keshari, AK",JOURNAL OF HYDROLOGIC ENGINEERING,groundwater hydrology stream-aquifer interaction numerical modeling geographical information systems sustainable development ethiopia
12921,WOS:000353474300008,2015,Numerical simulation of a phase transition problem with natural convection using hybrid FEM/EFGM technique,"Singh, S|Bhargava, R",INTERNATIONAL JOURNAL OF NUMERICAL METHODS FOR HEAT & FLUID FLOW,natural convection hybrid fem/efgm melting problem phase transition
12922,WOS:000373527400003,2016,Sensitivity analysis of material input data influence on machining induced residual stress prediction in Inconel 718,"Kortabarria, A|Armentia, I|Arrazola, P",SIMULATION MODELLING PRACTICE AND THEORY,machining residual stress finite element method inconel 718
12923,WOS:000365050600055,2015,Analyzing peatland discharge to streams in an Alaskan watershed: An integration of end-member mixing analysis and a water balance approach,"Gracz, MB|Moffett, MF|Siegel, DI|Glaser, PH",JOURNAL OF HYDROLOGY,peatlands stream flow emma evapotranspiration
12924,WOS:000243973500004,2007,Flood hazard assessment of Atrato River in Colombia,"Mosquera-Machado, S|Ahmad, S",WATER RESOURCES MANAGEMENT,flood modeling gis gumbel gradex flood hazard flood map atrato river quibdo colombia
12925,WOS:000406419500002,2017,Nuclear Waste Management under Approaching Disaster: A Comparison of Decommissioning Strategies for the German Repository Asse II,"Ilg, P|Gabbert, S|Weikard, HP",RISK ANALYSIS,asse ii cost minimization decision making decommissioning options german nuclear waste policies nuclear waste disposal risk management
12926,WOS:000278096700005,2010,Uncertainty analysis in integrated assessment: the users' perspective,"Gabbert, S|van Ittersum, M|Kroeze, C|Stalpers, S|Ewert, F|Olsson, JA",REGIONAL ENVIRONMENTAL CHANGE,integrated assessment models effective uncertainty analysis uncertainty information needs seamless integrated framework science-policy interaction
12927,WOS:000310261600013,2012,Mathematical modeling of chloroform adsorption onto fixed-bed columns of highly siliceous granular zeolites,"Abu-Lail, L|Bergendahl, JA|Thompson, RW",ENVIRONMENTAL PROGRESS & SUSTAINABLE ENERGY,zsm-5 zeolite contamination diffusion disinfection byproducts
12928,WOS:000365055400007,2015,Sensitivity analysis of a viscoelastic parameterization for gravity wave dispersion in ice covered seas,"Li, JK|Mondal, S|Shen, HH",COLD REGIONS SCIENCE AND TECHNOLOGY,sensitivity analysis anova wave-in-ice model viscoelastic inverse method
12929,WOS:000296601600029,2011,Model parameter analysis using remotely sensed pattern information in a multi-constraint framework,"Stisen, S|McCabe, MF|Refsgaard, JC|Lerer, S|Butts, MB",JOURNAL OF HYDROLOGY,spatial calibration coupled hydrological modelling remote sensing surface temperature spatial patterns
12930,WOS:000243118500010,2006,Cognitively inspired NLP-based knowledge representations: Further explorations of Latent semantic analysis,"Louwerse, M|Cai, ZQ|Hu, XG|Ventura, M|Jeuniaux, P",INTERNATIONAL JOURNAL ON ARTIFICIAL INTELLIGENCE TOOLS,knowledge representation latent semantic analysis semantic similarity
12931,WOS:000364492400004,2015,Optimized History Matching with Direct Sequential Image Transforming for Non-Stationary Reservoirs,"Caeiro, MH|Demyanov, V|Soares, A",MATHEMATICAL GEOSCIENCES,geostatistics direct sequential simulation sampling optimization deltaic reservoir
12932,WOS:000327800200010,2013,Landslide susceptibility estimation by random forests technique: sensitivity and scaling issues,"Catani, F|Lagomarsino, D|Segoni, S|Tofani, V",NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,
12933,WOS:000336010000004,2014,Quantifying the impact of small variations in fracture geometric characteristics on peak rock mass properties at a mining project using a coupled DFN-DEM approach,"Grenon, M|Bruneau, G|Kalala, IK",COMPUTERS AND GEOTECHNICS,rock mass properties discrete fracture network (dfn) distinct element method (dem) coupled dfn-dem approach sensitivity analysis
12934,WOS:000291714700014,2011,Interpretation of non-linear empirical data-based process models using global sensitivity analysis,"Chen, T|Yang, YH",CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,gaussian process regression monte carlo methods process modeling response surface methodology sensitivity analysis variance decomposition
12935,WOS:000228699100003,2005,Maintenance scheduling and production control of multiple-machine manufacturing systems,"Gharbi, A|Kenne, JP",COMPUTERS & INDUSTRIAL ENGINEERING,preventive maintenance hierarchical control flexible manufacturing systems simulation experimental design response surface methodology (rsm)
