,AU,SO,copyright,title,year
14471,"Nakane, K.|Haidary, A.",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH,,Sensitivity Analysis of Stream Water Quality and Land Cover Linkage Models Using Monte Carlo Method,2010
14473,"Ivanov, Dmitry|Sokolov, Boris|Pavlov, Alexander|Troitzsch, KG|Mohring, M|Lotzmann, U",PROCEEDINGS 26TH EUROPEAN CONFERENCE ON MODELLING AND SIMULATION ECMS 2012,,MODEL-SUPPORTED AND SCENARIO-ORIENTED ANALYSIS OF OPTIMAL DISTRIBUTION PLANS IN SUPPLY NETWORKS,2012
14491,"Carletti, Alessandro|De Leo, Giulio A.|Ferrari, Ireneo",CHEMISTRY AND ECOLOGY,,A preliminary coastal wetland assessment procedure: Designing and testing an environmental sustainability index for Mediterranean lagoons,2006
14497,"Rankinen, K|Barlund, |Ahonen, J|Forsius, M|Kamari, J",BOREAL ENVIRONMENT RESEARCH,,Input uncertainty analysis of the dynamic soil model SMART2 using Monte Carlo sampling,2001
14504,"Kotzapetros, A. D.|Paraskevas, P. A.|Stasinakis, A. S.|Lekkas, TD",PROCEEDINGS OF THE 13TH INTERNATIONAL CONFERENCE ON ENVIRONMENTAL SCIENCE AND TECHNOLOGY,,SENSITIVITY ANALYSIS OF A MODERN AUTOMATIC CONTROL SYSTEM FOR THE ACTIVATED SLUDGE PROCESS IN WASTEWATER TREATMENT,2013
14513,"Reichert, P|Vanrolleghem, P",WATER SCIENCE AND TECHNOLOGY,,Identifiability and uncertainty analysis of the River Water Quality Model No. 1 (RWQM1),2001
14518,"Valderrama, Aldemar Torres|Witteveen, Jeroen|Navarro, Maria|Blom, Joke",JOURNAL OF MATHEMATICAL NEUROSCIENCE,,Uncertainty Propagation in Nerve Impulses Through the Action Potential Mechanism,2015
14519,"Jiang, Lei|Chen, Yangbo|Wang, Huanyu|Chen, Y|Neale, C|Cluckie, |Su, Z|Zhou, J|Huang, Q|Xu, Z",REMOTE SENSING AND GIS FOR HYDROLOGY AND WATER RESOURCES,,Urban flood simulation based on the SWMM model,2015
14524,"Cancelliere, Antonino|Bonaccorso, Brunella|Dunn, CN|VanWeele, B","WORLD ENVIRONMENTAL AND WATER RESOURCES CONGRESS 2017: WATERSHED MANAGEMENT, IRRIGATION AND DRAINAGE, AND WATER RESOURCES PLANNING AND MANAGEMENT",,Uncertainty Analysis of the Standardized Precipitation Index within a Non-Stationary Framework,2017
14544,"Singh, S. R.|Saxena, Neha|Mandal, JK|Mukhopadhyay, A",FIRST INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE: MODELING TECHNIQUES AND APPLICATIONS (CIMTA) 2013, Published by Elsevier Ltd.,A Closed Loop Supply Chain System with Flexible Manufacturing and Reverse Logistics Operation under Shortages for Deteriorating Items,2013
14547,"Nakayama, Marvin K.","PROCEEDINGS OF THE 2006 WINTER SIMULATION CONFERENCE, VOLS 1-5",,Output analysis for simulations,2006
14548,"Webby, B.|Piantadosi, J|Anderssen, RS|Boland, J",20TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2013),,Sensitivity analysis for concentrating solar power technologies,2013
14552,"Jacob, Anais|Mehmanparast, Ali",JOURNAL OF MULTISCALE MODELING,,Sensitivity Analysis of Material Microstructure Effects on Predicted Crack Paths Using Finite Element Simulations,2016
14559,"Olansen, JB|Clark, JW|Khoury, D|Ghorbel, F|Bidani, A",COMPUTERS AND BIOMEDICAL RESEARCH, (C) 2000 Academic Press.,A closed-loop model of the canine cardiovascular system that includes ventricular interaction,2000
14564,"Gao, Jianyuan|Guo, QP","DCABES 2007 PROCEEDINGS, VOLS I AND II",,Research of credential chain based on attribute authority,2007
14578,"Notaro, V.|De Marehis, M.|Fontanazza, C. M.|La Loggia, G.|Puleo, V.|Freni, G.|Brunone, B|Giustolisi, O|Ferrante, M|Laucelli, D|Meniconi, S|Berardi, L|Campisano, A","12TH INTERNATIONAL CONFERENCE ON COMPUTING AND CONTROL FOR THE WATER INDUSTRY, CCWI2013", Published by Elsevier Ltd.,The effect of damage functions on urban flood damage appraisal,2014
14599,"Lu, M|Yu, WK|Chung, KF|Anson, M|Ko, JM|Lam, ESS","ADVANCES IN BUILDING TECHNOLOGY, VOLS I AND II, PROCEEDINGS",,Reliability analysis for mechanical properties of structural bamboo,2002
14603,"Tang, J. C.|Fu, C. M.",CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES,,A Dimension-Reduction Interval Analysis Method for Uncertain Problems,2017
14606,"Kahr, Heike|Wimberger, Julia|Schuerz, Daniel|Jaeger, Alexander|Kuhn, M|Juhlin, C|Held, H|Bruckman, |Tambach, T|Kempka, T","EUROPEAN GEOSCIENCES UNION GENERAL ASSEMBLY 2013, EGUDIVISION ENERGY, RESOURCES & THE ENVIRONMENT, ERE", Published by Elsevier Ltd.,Evaluation of the biomass potential for the production of lignocellulosic bioethanol from various agricultural residues in Austria and Worldwide,2013
14609,"Watanabe, Norihiro|Zehner, Bjoern|Wang, Wenqing|Mcdermott, Christopher I.|Taniguchi, Takeo|Kolditz, Olaf|Wang, YX|Ge, S|Hill, MC|Zheng, CM",CALIBRATION AND RELIABILITY IN GROUNDWATER MODELLING: MANAGING GROUNDWATER AND THE ENVIRONMENT,,Numerical analysis and visualization of uncertainty effects in thermo-hydro-mechanical coupled processes in a hot-dry-rock geothermal reservoir,2011
14612,"Kleijnen, Jack P. C.","PROCEEDINGS OF THE 2006 WINTER SIMULATION CONFERENCE, VOLS 1-5",,White noise assumptions revisited: Regression metamodels and experimental designs in practice,2006
14613,"Ballaben, Jorge S.|Rosales, Marta B.|Sampaio, Rubens|Idelsohn, |Sonzogni, |Coutinho, A|Cruchaga, M|Lew, A|Cerrolaza, M",PROCEEDINGS OF THE 1ST PAN-AMERICAN CONGRESS ON COMPUTATIONAL MECHANICS AND XI ARGENTINE CONGRESS ON COMPUTATIONAL MECHANICS,,DYNAMIC ANALYSIS OF A GUYED MAST WITH UNCERTAINTIES ON THE STIFFNESS AND THE NOMINAL WIND VELOCITY,2015
14623,"Brancik, L|Arabnia, HR|Gravvanis, GA",CSC '05: PROCEEDINGS OF THE 2005 INTERNATIONAL CONFERENCE ON SCIENTIFIC COMPUTING,,Innovative approach for sensitivities computation in hybrid circuits,2005
14632,"Hohn, Patrick|Birk, Wolfgang",2013 IEEE INTERNATIONAL CONFERENCE ON CONTROL APPLICATIONS (CCA),,Sensitivity Analysis of Models for High Consistency Refining Process,2013
14636,"Yildiz, S.|Degirmenci, M.|Kaplan, M.",GLOBAL NEST JOURNAL,,WINDROW COMPOSTING OF WASTE SLUDGE AND EFFECTS COMPOSTS ON PLANT GROWTH AND SOIL CHARACTERISTICS,2016
14640,"Chen Qu, |Bao Tie, |Zheng Wanbo, |Lian Wei, ",PROCEEDINGS OF 2014 IEEE WORKSHOP ON ADVANCED RESEARCH AND TECHNOLOGY IN INDUSTRY APPLICATIONS (WARTIA),,Research on reliability evaluation and sensitivity analysis of domain software based on AHP method,2014
14644,"Mahdi, Tew-Fik",NATURAL HAZARDS,,Sensitivity analysis of a semi-two-dimensional numerical model for river morphological change prediction,2009
14670,"Ng, C. H.|Ajavakom, N.|Ma, F.","PROCEEDINGS OF THE ASME INTERNATIONAL DESIGN ENGINEERING TECHNICAL CONFERENCES AND COMPUTERS AND INFORMATION IN ENGINEERING CONFERENCE 2005, VOL 3, PTS A AND B",,On response prediction of degrading structures,2005
14679,"Morales-Rodriguez, Ricardo|Meyer, Anne S.|Gernaey, Krist V.|Sin, Guerkan|Pistikopoulos, EN|Georgiadis, MC|Kokossis, AC",21ST EUROPEAN SYMPOSIUM ON COMPUTER AIDED PROCESS ENGINEERING,,A framework for model-based optimization of bioprocesses under uncertainty: Identifying critical parameters and operating variables,2011
14696,"Aravossis, K|Anagnostopoulos, P|Kungolos, A|Vliamos, S|Lekkas, TD","PROCEEDINGS OF THE 7TH INTERNATIONAL CONFERENCE ON ENVIRONMENTAL SCIENCE AND TECHNOLOGY, VOLS A AND B",,A new methodology approach for the technical-economical evaluation of alternative waste disposal methods by use of multicriteria analysis,2001
14697,"Meyer, U|Vollmer, D|Bourauel, C|Joos, U|Middleton, J|Jones, ML|Shrive, NG|Pande, GN",COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING - 3,,Sensitivity analysis of bone geometries around oral implants upon bone loading using finite element method,2001
14699,"Kassem, A.|Pietroniro, A.|Brebbia, CA|Katsifarakis, KL",RIVER BASIN MANAGEMENT IV,,An integrated approach for the assessment of water availability for irrigation in semi-arid regions,2007
14700,"Crawford, J|Domel, RU",PROTECTION OF THE ENVIRONMENT FROM IONISING RADIATION,,RadCon: A radiological consequence assessment model for environmental protection,2003
14703,"Malaguerra, F.|Binning, P. J.|Albrechtsen, H. J.|Wang, YX",CALIBRATION AND RELIABILITY IN GROUNDWATER MODELING: MANAGING GROUNDWATER AND THE ENVIRONMENT,,A biogeochemical transport model to simulate the attenuation of chlorinated hydrocarbon contaminant fluxes across the groundwater-surface water interface,2009
14711,"Hoffman, FO|Apostoaei, AI|Thomas, B|Land, C|Gilbert, E",HEALTH PHYSICS,,The role of uncertainty analysis in estimating the probability of causation of radiogenic cancer.,2002
14727,"Askarian, M.|Zarghami, R.|Jalali, F.|Mostoufi, N.|Karimi, IA|Srinivasan, R","11TH INTERNATIONAL SYMPOSIUM ON PROCESS SYSTEMS ENGINEERING, PTS A AND B",,Uncertainty propagation in condensate stabilization column,2012
14739,"Jia, Wei|Pan, Feng|Dai, Zhenxue|Xiao, Ting|White, Mark|McPherson, Brian|Dixon, T|Laloui, L|Twinning, S","13TH INTERNATIONAL CONFERENCE ON GREENHOUSE GAS CONTROL TECHNOLOGIES, GHGT-13", Published by Elsevier Ltd.,"Probabilistic Risk Assessment of CO2 Trapping Mechanisms in a Sandstone CO2-EOR Field in Northern Texas, USA",2017
14742,"Deswal, Surinder|Pal, Mahesh|Ardil, C","PROCEEDINGS OF WORLD ACADEMY OF SCIENCE, ENGINEERING AND TECHNOLOGY, VOL 29",,Artificial Neural Network based Modeling of Evaporation Losses in Reservoirs,2008
14746,"Shah, J|Labib, A|Hayhurst, DR",PROCEEDINGS OF THE 33RD INTERNATIONAL MATADOR CONFERENCE,,Using the analytical hierarchy process (AHP) to formulate a continuous improvement process (CIP),2000
14749,"Abbaspour, KC|Johnson, CA|van Genuchten, MT",VADOSE ZONE JOURNAL,,Estimating uncertain flow and transport parameters using a sequential uncertainty fitting procedure,2004
14755,"Smallegan, Stephanie M.|Irish, Jennifer L.",JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING, (C) 2017 American Society of Civil Engineers.,Barrier Island Morphological Change by Bay-Side Storm Surge,2017
14766,"Cosenza, A.|Mannina, G.|Viviani, G.|Anderssen, RS|Braddock, RD|Newham, LTH",18TH WORLD IMACS CONGRESS AND MODSIM09 INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,,Parameter estimation and sensitivity analysis of a nitrogen and phosphorus biological removal model,2009
14770,"Khashanah, Khaldoun|Alsulaiman, Talal",COMPLEXITY," (c) 2016 Wiley Periodicals, Inc. Complexity 21: 530-554, 2016",Network theory and behavioral finance in a heterogeneous market environment,2016
14771,"Boccaletti, Anthony|Carbillet, Marcel|Fusco, Thierry|Mouillet, David|Langlois, Maud|Moutou, Claire|Dohlen, Kjetil|Hubin, N|Max, CE|Wizinowich, PL","ADAPTIVE OPTICS SYSTEMS, PTS 1-3",,End to End Simulation of AO-assisted coronagraphic differential imaging: estimation of performance for SPHERE,2008
14784,"Bah, Boubacar Billo|Vanclooster, Marnik|Oger, Robert|Bock, Laurent|Colinet, Gilles",BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,,Making use of the Digital Soil Map of Wallonia and of an available soil analysis database for assessing the risk of pesticide leaching to groundwater,2011
14785,"Fat'hi, Mohammad Reza|Asfaram, Arash|Hadipour, Anahita|Roosta, Mostafa",JOURNAL OF ENVIRONMENTAL HEALTH SCIENCE AND ENGINEERING,,Kinetics and thermodynamic studies for removal of acid blue 129 from aqueous solution by almond shell,2014
14786,"Potter, W|Brodsky, A",HEALTH PHYSICS,,Uncertainty analysis for detection limit definition and confidence interval estimation.,2002
14788,"Kim, Dong-Kyun|Peller, Tianna|Gozum, Zoe|Theysmeyer, Tys|Long, Tanya|Boyd, Duncan|Watson, Sue|Rao, Y. R.|Arhonditsis, George B.",AQUATIC ECOSYSTEM HEALTH & MANAGEMENT,,Modelling phosphorus dynamics in Cootes Paradise marsh: Uncertainty assessment and implications for eutrophication management,2016
14803,"Singh, S|Gupta, P|Bhatia, D|Gervasi, O|Gavrilova, ML|Kumar, |Lagana, A|Lee, HP|Mun, Y|Taniar, D|Tan, CJK","COMPUTATIONAL SCIENCE AND ITS APPLICATIONS - ICCSA 2005, VOL 4, PROCEEDINGS",,On multiparametric sensitivity analysis in minimum cost network flow problem,2005
14822,"Martin, E|Wong, A",JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES,,Sensitivity analysis and other improvements to tailored combinatorial library design,2000
14826,"Wu, Xiangxin|Zhang, Fuqiang|Li, Peng|Wang, Fei|Liang, Jinsheng|Tang, Qingguo|Liang, JS|Wang, LJ",ADVANCE IN ECOLOGICAL ENVIRONMENT FUNCTIONAL MATERIALS AND ION INDUSTRY III,,"Analysis of Influencing Factors on Performance of Cis-1,4poly-butadiene Rubber Containing Modified Attapulgite",2012
14829,"Stecca, Giuseppe|Liotta, Giacomo|Kaihara, Toshiya|CamarinhaMatos, LM|Scherer, RJ",COLLABORATIVE SYSTEMS FOR REINDUSTRIALIZATION,,A Model to Realise Sustainability in Networked Production and Transportation,2013
14830,"Rodriguez-Rincon, J. P.|Brena Naranjo, J. A.|Pedrozo-Acuna, A.|Mynett, A",PROCEEDINGS OF THE 36TH IAHR WORLD CONGRESS,,UNCERTAINTY PROPAGATION IN A FLOOD MODEL CASCADE UNDER DIFFERENT RAINFALL GENERATION PROCESSES,2015
14832,"Dong Jun, |Zhang Jing, ","2008 INTERNATIONAL CONFERENCE ON RISK MANAGEMENT AND ENGINEERING MANAGEMENT, ICRMEM 2008, PROCEEDINGS",,Composite Evaluation of Replacing Small Generation Units with Large Ones in the Electricity Sector in China,2008
14833,"Danishvar, Morad|Mousavi, Ali|Sousa, Pedro",2014 IEEE CONFERENCE ON CONTROL APPLICATIONS (CCA),,EventClustering for improved real time Input Variable Selection and Data Modelling,2014
14842,"Schreuder, M. D.|Schaaf, M. D.|Sandberg, Da. V.|Perona, G|Brebbia, CA","MODELLING, MONITORING AND MANAGEMENT OF FOREST FIRES II",,Evaluation of the FCCS crown fire potential equations in Aleppo pine (Pinus halepensis Mill.) stands in Greece,2010
14858,"Yang Chengxiang, |Zhu Yifei, |Wu Yonghong, |Xu Shuai, |Jin Changyu, |Li Yuanhui, ",DISASTER ADVANCES,,Optimized Back-Analysis of Regional Tectonic Stress based on Genetic Algorithms,2012
14863,"Fabbri, AG|Woldai, T|Babiker, IS|Kimono, MGK|Homola, |Fabbri, AG|Gaal, G|McCammon, RB",DEPOSIT AND GEOENVIRONMENTAL MODELS FOR RESOURCE EXPLOITATION AND ENVIRONMENTAL SECURITY,,Land-use change and vulnerability as a result of coal mining activities. Application of spatial data analysis in the Upper Silesian Region of the Czech Republic,2002
14864,"de Lemos, Francisco Luiz|Sullivan, Terry","ICEM2007: PROCEEDINGS OF THE 11TH INTERNATIONAL CONFERENCE ON ENVIRONMENTAL REMEDIATION AND RADIOACTIVE WASTE MANAGEMENT, PTS A AND B",,DEVELOPING A FUZZY RULE BASED COGNITIVE MAP FOR TOTAL SYSTEM SAFETY ASSESSMENT,2009
14867,"Mishra, S|Stauffer, F|Kinzelbach, W|Kovar, K|Hoehn, E",CALIBRATION AND RELIABILITY IN GROUNDWATER MODELLING: COPING WITH UNCERTAINTY,,Uncertainty propagation using the point estimate method,2000
14870,"Melching, CS|Bauwens, W|Wang, ZY|Hu, SX",STOCHASTIC HYDRAULICS 2000,,Comparison of uncertainty-analysis methods applied to simulation of urban water quality,2000
14872,"Nelson, J. R.|Grubesic, T. H.",INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION,,A repeated sampling method for oil spill impact uncertainty and interpolation,2017
14875,"Lu, L.|Wu, J. C.|Wang, YX",CALIBRATION AND RELIABILITY IN GROUNDWATER MODELING: MANAGING GROUNDWATER AND THE ENVIRONMENT,,Bayesian method for groundwater uncertainty analysis using pumping test data,2009
14879,"Vandenberg, Jerry|Salzsauler, Kristin|Donald, Scott|Drebenstedt, C|Paul, M",MINING MEETS WATER - CONFLICTS AND SOLUTIONS,,Best Practices Checklist for Modelling Mine Waters,2016
14882,"Kumar, Manjeet|Rawat, Tarun Kumar|Jain, Aman",2015 ANNUAL IEEE INDIA CONFERENCE (INDICON),,Gravitational Search Algorithm Based Design of Optimal Wideband IIR Digital Differentiator,2015
14891,"Dadaser-Celik, Filiz|Cengiz, Eda",WETLANDS ECOLOGY AND MANAGEMENT,,A neural network model for simulation of water levels at the Sultan Marshes wetland in Turkey,2013
14894,"Nakayama, MK|Yucesan, E|Chen, CH|Snowdon, JL|Charnes, JM","PROCEEDINGS OF THE 2002 WINTER SIMULATION CONFERENCE, VOLS 1 AND 2",,Simulation output analysis,2002
14895,"Ivsinovic, Josip|Malvic, T|Velic, J",MATEMATICKE METODE I NAZIVLJE U GEOLOGIJI,,Statistical analysis of disposal costs of the field water recovered from the Sava Depression sandstone reservoirs,2016
14908,"Lopez-Ortiz, Carlos|Ferrera-Cerrato, Ronald|Alarcon, Alejandro|Jose Almaraz, Juan|Martinez-Romero, Esperanza|Remedios Mendoza-Lopez, Ma",REVISTA INTERNACIONAL DE CONTAMINACION AMBIENTAL,,ESTABLISHMENT AND PHYSIOLOGICAL RESPONSES OF THE SYMBIOSIS BETWEEN Rhizobium tropici AND Leucaena leucocephala UNDER CONTAMINATED SYSTEMS WITH NAPHTALENE AND PHENANTHRENE,2012
14911,"Sega, M|Di Meane, EA|Plassa, M",ANNALI DI CHIMICA,,Stability of a NDIR analyser for CO2 at atmospheric concentration,2002
14919,"Zhangl, W.|Han, X.|Liu, J.|Chen, R.",CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES,,A Computational Inverse Technique for Uncertainty Quantification in an Encounter Condition Identification Problem,2012
14937,"Zhang, Wanlu|Hua, Haochen|Cao, Junwei|Cao, J|Wang, J|Liu, W|Xie, K",2017 FIRST IEEE INTERNATIONAL CONFERENCE ON ENERGY INTERNET (ICEI 2017),,Short Term Load Forecasting Based on IGSA-ELM Algorithm,2017
14963,"Otamendi, Javier|Pastor, Jose Manuel|Borutzky, W|Orsoni, A|Zobel, R",20TH EUROPEAN CONFERENCE ON MODELLING AND SIMULATION ECMS 2006,,Dynamic analysis of the waiting area in a public station,2006
14974,"Amateis, RL|Amaro, A|Reed, D|Soares, P",MODELLING FOREST SYSTEMS,,Quantitative tools and strategies for modelling forest systems at different scales,2003
14976,"Tinoco, Joaquim|Correia, Antonio Gomes|Cortez, Paulo|Novais, P|Machado, J|Analide, C|Abelha, A",EUROPEAN SIMULATION AND MODELLING CONFERENCE 2011,,UNI-AXIAL COMPRESSIVE STRENGTH PREDICTION OF JET GROUTING COLUMNS USING SUPPORT VECTOR MACHINES,2011
14978,"Kantabutra, Sangchan|Iskander, M|Kapila, |Karim, MA",TECHNOLOGICAL DEVELOPMENTS IN EDUCATION AND AUTOMATION,,Performance-Based Measurement for Thai Educational Organization: A DEA Management Model,2010
14999,"Armanuos, Asaad M.|Negm, Abdelazim|Kim, JH|Kim, HS|Yoo, DG|Jung, D|Song, CG",12TH INTERNATIONAL CONFERENCE ON HYDROINFORMATICS (HIC 2016) - SMART WATER FOR THE FUTURE, Published by Elsevier Ltd.,Assessment of the variations of local parameters of Wetspass model: case study Nile Delta aquifer,2016
15002,"Toulios, LG|Tournaviti, AN|Owe, M|DUrso, G|Toulios, L","REMOTE SENSING FOR AGRICULTURE, ECOSYSTEMS, AND HYDROLOGY IV",,Cereals discrimination based on spectral measurements,2003
15003,"Yuan, Zhe|Li, Xianshan|Hu, Xiangyong|Ni, Qiong","7TH INTERNATIONAL CONFERENCE ON SYSTEM SIMULATION AND SCIENTIFIC COMPUTING ASIA SIMULATION CONFERENCE 2008, VOLS 1-3",,Trajectory Sensitivity Analysis Based on Second-order Sensitivity for Hydroelectric Systems Dynamic Simulation,2008
15005,"Clerx, Michael|Volders, Paul G. A.|Collins, Pieter|Murray, A","2014 COMPUTING IN CARDIOLOGY CONFERENCE (CINC), VOL 41",,Myokit: A Framework for Computational Cellular Electrophysiology,2014
15020,"Chen, Jiehua|Faliszewski, Piotr|Niedermeier, Rolf|Talmon, Nimrod|CsuhajVarju, E|Dietzfelbinger, M|Esik, Z","MATHEMATICAL FOUNDATIONS OF COMPUTER SCIENCE, PT II",,Combinatorial Voter Control in Elections,2014
15023,"Zein, Samih|Canot, Edouard|Erhel, Jocelyne|Nassif, Nabil",MATHEMATICS AND MECHANICS OF SOLIDS,,Determination of the mechanical properties of a solid elastic medium from a seismic wave propagation using two statistical estimators,2008
15036,"Tan, Wenbo|Liu, Haibin|Zhang, Wei","2009 INTERNATIONAL CONFERENCE ON INFORMATION MANAGEMENT, INNOVATION MANAGEMENT AND INDUSTRIAL ENGINEERING, VOL 4, PROCEEDINGS",,Real Option Model Application and Sensitivity Analysis in Mineral Resources Investment Project,2009
15040,"Abdel-Latif, Nasser M.|Shaw, George|Ashmore, Mike|Barnes, |Rudzinski, KJ",DISPOSAL OF DANGEROUS CHEMICALS IN URBAN AREAS AND MEGA CITIES: ROLE OF OXIDES AND ACIDS OF NITROGEN IN ATMOSPHERIC CHEMISTRY,,Deterministic and Probabilistic Potential Risk Analysis of Lead Contamination in an Urban Environment in Egypt,2013
15042,"Chatterjee, Samrat|Tipireddy, Ramakrishna|Oster, Matthew|Halappanavar, Mahantesh",2016 IEEE SYMPOSIUM ON TECHNOLOGIES FOR HOMELAND SECURITY (HST),,Propagating Mixed Uncertainties in Cyber Attacker Payoffs: Exploration of Two-Phase Monte Carlo Sampling and Probability Bounds Analysis,2016
15048,"Nikravesh, M|Aminzadeh, F|Nikravesh, M|Zadeh, LA|Korotkikh, ",FUZZY PARTIAL DIFFERENTIAL EQUATIONS AND RELATIONAL EQUATIONS,,Soft computing for reservoir characterization,2004
15052,"Leung, AWT|Tam, CM|Liu, DK",BUILDING AND ENVIRONMENT, (C) 2000 Elsevier Science Ltd. All rights reserved.,Comparative study of artificial neural networks and multiple regression analysis for predicting hoisting times of tower cranes,2001
15053,"Smith, Raymond L.|Roberts, Stephen D.|Tolk, A|Yilmaz, L|Diallo, SY|Ryzhov, IO",PROCEEDINGS OF THE 2014 WINTER SIMULATION CONFERENCE (WSC),,SENSITIVITY ANALYSIS FOR A WHOLE HOSPITAL SYSTEM DYNAMICS MODEL,2014
