AU,SO,copyright,title,year
"Le Maitre, OP|Knio, OM|Najm, HN|Ghanem, RG",JOURNAL OF COMPUTATIONAL PHYSICS, (C) 2004 Elsevier Inc. All rights reserved.,Uncertainty propagation using Wiener-Haar expansions,2004
"Kiendl, J|Schmidt, R|Wuchner, R|Bletzinger, KU",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING, (C) 2014 Elsevier B.V. All rights reserved.,Isogeometric shape optimization of shells using semi-analytical sensitivity analysis and sensitivity weighting,2014
"Pepper, DA|Eliasson, PE|McMurtrie, RE|Corbeels, M|Agren, GI|Stromgren, M|Linder, S",GLOBAL CHANGE BIOLOGY,,Simulated mechanisms of soil N feedback on the forest CO2 response,2007
"Craig, IP",COMPUTERS AND ELECTRONICS IN AGRICULTURE, (C) 2004 Elsevier B.V. All rights reserved.,The GDS model - a rapid computational technique for the calculation of aircraft spray drift buffer distances,2004
"Knighton, J|White, E|Lennon, E|Rajan, R",HYDROLOGICAL PROCESSES," Copyright (C) 2013 John Wiley & Sons, Ltd.",Development of probability distributions for urban hydrologic model parameters and a Monte Carlo analysis of model sensitivity,2014
"Abebe, NA|Ogden, FL|Pradhan, NR",JOURNAL OF HYDROLOGY, (C) 2010 Elsevier B.V. All rights reserved.,Sensitivity and uncertainty analysis of the conceptual HBV rainfall-runoff model: Implications for parameter estimation,2010
"Chang, WT|Wu, LI",MATHEMATICAL AND COMPUTER MODELLING, Elsevier Ltd. All rights reserved.,Tolerance analysis and synthesis of cam-modulated linkages,2013
"Moshfegh, R|Nilsson, L|Larsson, M",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,,Estimation of process parameter variations in a pre-defined process window using a Latin hypercube method,2008
"Rohan, E|Whiteman, JR",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING, (C) 2000 Published by Elsevier Science S.A. All rights reserved.,Shape optimization of elasto-plastic structures and continua,2000
"Ren, HX|Pan, DZ|Kung, DS",IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,,Sensitivity guided net weighting for placement-driven synthesis,2005
"Frutiger, J|Marcarie, C|Abildskov, J|Sin, G",JOURNAL OF HAZARDOUS MATERIALS, (C) 2016 Elsevier B.V. All rights reserved.,Group-contribution based property estimation and uncertainty analysis for flammability-related properties,2016
"Mirjalili, S|Mirjalili, SM|Lewis, A",ADVANCES IN ENGINEERING SOFTWARE, Elsevier Ltd. All rights reserved.,Grey Wolf Optimizer,2014
"Niiranen, S|Blenckner, T|Hjerne, O|Tomczak, MT",AMBIO,,Uncertainties in a Baltic Sea Food-Web Model Reveal Challenges for Future Projections,2012
"Piccolroaz, S|Toffolon, M|Majone, B",HYDROLOGY AND EARTH SYSTEM SCIENCES,,A simple lumped model to convert air temperature into surface water temperature in lakes,2013
"Lin, PD|Tsai, CY",APPLIED MATHEMATICAL MODELLING, (C) 2007 Elsevier Inc. All rights reserved.,Skew ray tracing and sensitivity analysis of ellipsoidal optical boundary surfaces,2008
"Michler, AK|Heinrich, R",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING, (C) 2012 Elsevier B.V. All rights reserved.,Surrogate-enhanced simulation of aircraft in trimmed state,2012
"Aksezer, CS",JOURNAL OF INDUSTRIAL AND MANAGEMENT OPTIMIZATION,,ON THE SENSITIVITY OF DESIRABILITY FUNCTIONS FOR MULTIRESPONSE OPTIMIZATION,2008
"Harrison, JD|Boardman, J|Jones, JA|Khursheed, A|Kraan, BCP|Phipps, AW",RADIATION PROTECTION DOSIMETRY,,Probalistic accident consequence uncertainty analysis of the dose calculations module in the COSYMA package,2000
"Kouchi, DH|Esmaili, K|Faridhosseini, A|Sanaeinejad, SH|Khalili, D|Abbaspour, KC",WATER,,Sensitivity of Calibrated Parameters and Water Resource Estimates on Different Objective Functions and Optimization Algorithms,2017
"Vasquez, VR|Whiting, WB",COMPUTERS & CHEMICAL ENGINEERING, (C) 2000 Elsevier Science Ltd. All rights reserved.,Uncertainty and sensitivity analysis of thermodynamic models using equal probability sampling (EPS),2000
"Timma, L|Bazbauers, G|Bariss, U|Blumberga, A|Blumberga, D",ENERGY POLICY,,Energy efficiency policy analysis using socio-technical approach and system dynamics. Case study of lighting in Latvia's households,2017
"Tan, MHY|Geubelle, PH",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING, (C) 2017 Elsevier B.V. All rights reserved.,3D dimensionally reduced modeling and gradient-based optimization of microchannel cooling networks,2017
"Tavakkoli, A|Rezaeenour, J|Hadavandi, E",INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,,A Novel Forecasting Model Based on Support Vector Regression and Bat Meta-Heuristic (Bat-SVR): Case Study in Printed Circuit Board Industry,2015
"Jog, CS",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING, (C) 2004 Elsevier B.V. All rights reserved.,"Higher-order shell elements based on a Cosserat model, and their use in the topology design of structures",2004
"Park, HM|Ku, JH",COMMUNICATIONS IN NUMERICAL METHODS IN ENGINEERING," Copyright (C) 2001 John Wiley & Sons, Ltd.",Shape identification for natural convection problems,2001
"Luciani, A|Doerfel, H|Polig, E",RADIATION PROTECTION DOSIMETRY,,Sensitivity analysis of the urinary excretion of plutonium,2001
"Liu, JS|Parks, GT|Clarkson, PJ",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,,Topology/shape optimisation of axisymmetric continuum structures - a metamorphic development approach,2005
"Jiang, T|Owen, AB",MATHEMATICS AND COMPUTERS IN SIMULATION, Published by Elsevier Science B.V. All rights reserved.,Quasi-regression with shrinkage,2003
"Steffelbauer, DB|Fuchs-Hanusch, D",WATER RESOURCES MANAGEMENT,,Efficient Sensor Placement for Leak Localization Considering Uncertainties,2016
"Hwang, WY|Shadiev, R|Huang, YM|Cai, YT|Yang, YS|Su, JH",COMPUTERS & EDUCATION, Elsevier Ltd. All rights reserved.,Effects of drag-and-response interaction mechanism of multi-touch operated tabletop technology on users' awareness and collaborative performance,2013
"Panayirci, HM|Pradlwarter, HJ|Schueller, GI",ADVANCES IN ENGINEERING SOFTWARE, Elsevier Ltd. All rights reserved.,Efficient: stochastic structural analysis using Guyan reduction,2011
"Prahl, BF|Rybski, D|Boettle, M|Kropp, JP",NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,,Damage functions for climate-related hazards: unification and uncertainty analysis,2016
"Raman, R|Grillo, P",PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,,Minimizing uncertainty in vapour cloud explosion modelling,2005
"Rais-Rohani, M|Singh, MN",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,,Comparison of global and local response surface techniques in reliability-based optimization of composite structures,2004
"Makinia, J|Wells, SA",WATER RESEARCH, (C) 2000 Elsevier Science Ltd. All rights reserved.,A general model of the activated sludge reactor with dispersive flow - II. Model verification and application,2000
"Ervilha, AR|Pereira, JMC|Pereira, JCF",APPLIED MATHEMATICAL MODELLING, (C) 2016 Elsevier Inc. All rights reserved.,On the parametric uncertainty quantification of the Rothermel's rate of spread model,2017
"Takewaki, I",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING, (C) 2000 Elsevier Science S.A. All rights reserved.,Soil-structure random response reduction via TMD-VD simultaneous use,2000
"Fraga, I|Cea, L|Puertas, J|Suarez, J|Jimenez, V|Jacome, A",JOURNAL OF HYDROLOGIC ENGINEERING, (C) 2016 American Society of Civil Engineers.,Global Sensitivity and GLUE-Based Uncertainty Analysis of a 2D-1D Dual Urban Drainage Model,2016
"Meixner, T|Bastidas, LA|Gupta, HV|Bales, RC",WATER RESOURCES RESEARCH,,Multicriteria parameter estimation for models of stream chemical composition,2002
"Repalle, J|Grandhi, RV",COMMUNICATIONS IN NUMERICAL METHODS IN ENGINEERING," Copyright (c) 2005 John Wiley & Sons, Ltd.",Reliability-based preform shape design in forging,2005
"Jung, BS|Karney, BW",JOURNAL OF HYDRAULIC RESEARCH,,Systematic exploration of pipeline network calibration using transients,2008
"Adewumi, AO|Ali, MM",MATHEMATICAL AND COMPUTER MODELLING, Elsevier Ltd. All rights reserved.,A multi-level genetic algorithm for a multi-stage space allocation problem,2010
"Fowler, MJ|Howard, M|Luttman, A|Mitchell, SE|Webb, TJ",INVERSE PROBLEMS IN SCIENCE AND ENGINEERING,,A stochastic approach to quantifying the blur with uncertainty estimation for high-energy X-ray imaging systems,2016
"Kostina, E|Nattermann, M",INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATION,,SECOND-ORDER SENSITIVITY ANALYSIS OF PARAMETER ESTIMATION PROBLEMS,2015
"Grom, M|Stavber, G|Drnovsek, P|Likozar, B",CHEMICAL ENGINEERING JOURNAL, (C) 2015 Elsevier B.V. All rights reserved.,Modelling chemical kinetics of a complex reaction network of active pharmaceutical ingredient (API) synthesis with process optimization for benzazepine heterocyclic compound,2016
"Dodwell, TJ|Ketelsen, C|Scheichl, R|Teckentrup, AL",SIAM-ASA JOURNAL ON UNCERTAINTY QUANTIFICATION,,A Hierarchical Multilevel Markov Chain Monte Carlo Algorithm with Applications to Uncertainty Quantification in Subsurface Flow,2015
"Savvas, D|Papadopoulos, V",INTERNATIONAL JOURNAL FOR MULTISCALE COMPUTATIONAL ENGINEERING,,NONLINEAR MULTISCALE HOMOGENIZATION OF CARBON NANOTUBE REINFORCED COMPOSITES WITH INTERFACIAL SLIPPAGE,2014
"Merritt, WS|Croke, BFW|Jakeman, AJ",ENVIRONMENTAL MODELLING & SOFTWARE, Elsevier Ltd. All rights reserved.,Sensitivity testing of a model for exploring water resources utilisation and management options,2005
"Kirsch, U|Bogomolni, M|Sheinman, I",ENGINEERING WITH COMPUTERS,,Efficient structural optimization using reanalysis and sensitivity reanalysis,2007
"Malik, SN|Bahri, PA|Vu, LTT",COMPUTERS & CHEMICAL ENGINEERING, Elsevier Ltd. All rights reserved.,Steady state optimization of design and operation of desalination systems using Aspen Custom Modeler,2016
"Whitehead, PG|Bussi, G|Bowes, MJ|Read, DS|Hutchins, MG|Elliott, JA|Dadson, SJ",ENVIRONMENTAL MODELLING & SOFTWARE, Elsevier Ltd. All rights reserved.,Dynamic modelling of multiple phytoplankton groups in rivers with an application to the Thames river system in the UK,2015
"Xiong, P|Gu, XF|Bi, YX|Shen, XH|Meng, QY|Zhao, LM|Kang, CL|Chen, LZ|Jing, F|Yao, N|Zhao, YH|Li, XM|Li, Y|Dong, JT",NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,,Detecting seismic IR anomalies in bi-angular Advanced Along-Track Scanning Radiometer data,2013
"Getu, M|Mahadzir, S|Lee, M",COMPUTERS & CHEMICAL ENGINEERING, Elsevier Ltd. All rights reserved.,Profit optimization for chemical process plant based on a probabilistic approach by incorporating material flow uncertainties,2013
"Ostrouchov, G|Doll, WE|Beard, LP|Morris, MD|Wolf, DA",STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,,Multiscale structure of UXO site characterization: spatial estimation and uncertainty quantification,2009
"Li, M|Hamel, J|Azarm, S",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,,Optimal uncertainty reduction for multi-disciplinary multi-output systems using sensitivity analysis,2010
"Shyu, E|Pardini, EA|Knight, TM|Caswell, H",ECOLOGICAL APPLICATIONS,,"A seasonal, density-dependent model for the management of an invasive weed",2013
"Hou, ZY|Xu, Q|Zhang, C|Maltamo, M|Tokola, T",JOURNAL OF APPLIED REMOTE SENSING, (C) 2016 Society of Photo-Optical Instrumentation Engineers (SPIE),Simple approach to improving the extraction of canopy metrics from airborne laser scanning data for tropical forests,2016
"Donckels, BMR|Kroll, S|Van Dorpe, M|Weemaes, M",WATER SCIENCE AND TECHNOLOGY,,Global sensitivity analysis of an in-sewer process model for the study of sulfide-induced corrosion of concrete,2014
"Wildemeersch, S|Goderniaux, P|Orban, P|Brouyere, S|Dassargues, A",JOURNAL OF HYDROLOGY, (C) 2013 Elsevier B.V. All rights reserved.,Assessing the effects of spatial discretization on large-scale flow model performance and prediction uncertainty,2014
"Pulch, R",INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATION,,POLYNOMIAL CHAOS FOR LINEAR DIFFERENTIAL ALGEBRAIC EQUATIONS WITH RANDOM PARAMETERS,2011
"Guse, B|Hofherr, T|Merz, B",HYDROLOGY AND EARTH SYSTEM SCIENCES,,Introducing empirical and probabilistic regional envelope curves into a mixed bounded distribution function,2010
"O'Malley, D|Vesselinov, VV",WATER RESOURCES RESEARCH,,Groundwater remediation using the information gap decision theory,2014
"Zhu, FT|Wu, YJ",APPLIED SOFT COMPUTING, Published by Elsevier B.V.,A rapid structural damage detection method using integrated ANFIS and interval modeling technique,2014
"Lee, T|MacCallum, RC",STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL,,Parameter Influence in Structural Equation Modeling,2015
"Bock, AR|Hay, LE|McCabe, GJ|Markstrom, SL|Atkinson, RD",HYDROLOGY AND EARTH SYSTEM SCIENCES,,Parameter regionalization of a monthly water balance model for the conterminous United States,2016
"Castaings, W|Dartus, D|Le Dimet, FX|Saulnier, GM",HYDROLOGY AND EARTH SYSTEM SCIENCES,,Sensitivity analysis and parameter estimation for distributed hydrological modeling: potential of variational methods,2009
"Papadimitriou, DI|Giannakoglou, KC",INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS," Copyright (C) 2007 John Wiley & Sons, Ltd.","Direct, adjoint and mixed approaches for the computation of Hessian in airfoil design problems",2008
"Jayaprakasam, S|Rahim, SKA|Leow, CY",APPLIED SOFT COMPUTING, (C) 2015 Elsevier B.V. All rights reserved.,PSOGSA-Explore: A new hybrid metaheuristic approach for beampattern optimization in collaborative beamforming,2015
"Findeling, A|Ruy, S|Scopel, E",JOURNAL OF HYDROLOGY, (C) 2003 Elsevier Science B.V. All rights reserved.,Modeling the effects of a partial residue mulch on runoff using a physically based approach,2003
"Wang, P|Lu, ZZ|Tang, ZC",APPLIED MATHEMATICAL MODELLING, (C) 2013 Elsevier Inc. All rights reserved.,An application of the Kriging method in global sensitivity analysis with parameter uncertainty,2013
"Ollesch, G|Kistner, I|Meissner, R|Lindenschmidt, KE",CATENA, (c) 2006 Elsevier B.V. All rights reserved.,Modelling of snowmelt erosion and sediment yield in a small low-mountain catchment in Germany,2006
"Rathinasamy, M|Bindhu, VM|Adamowski, J|Narasimhan, B|Khosa, R",INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,,Investigation of the scaling characteristics of LANDSAT temperature and vegetation data: a wavelet-based approach,2017
"Zhang, WH|Zhou, Y|Zhu, JH",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING, (C) 2017 Elsevier B.V. All rights reserved.,A comprehensive study of feature definitions with solids and voids for topology optimization,2017
"Romanowicz, R|Higson, H|Teasdale, I",ENVIRONMETRICS," Copyright (C) 2000 John Wiley & Sons, Ltd.",Bayesian uncertainty estimation methodology applied to air pollution modelling,2000
"Zhang, H|Ding, HH|Yi, CZ",INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS,,Design-Oriented Analysis of Slow-Scale Bifurcations in Single Phase DC-AC Inverters via Autonomous Transformation Approach,2017
"Lu, YT|Zhou, YQ|Wu, XL",DISCRETE DYNAMICS IN NATURE AND SOCIETY,,A Hybrid Lightning Search Algorithm-Simplex Method for Global Optimization,2017
"Lin, SM",APPLIED MATHEMATICAL MODELLING, (C) 2011 Published by Elsevier Inc.,A sequential algorithm and error sensitivity analysis for the inverse heat conduction problems with multiple heat sources,2011
"Fan, YR|Huang, GH|Baetz, BW|Li, YP|Huang, K",WATER RESOURCES RESEARCH,,Development of a copula-based particle filter (CopPF) approach for hydrologic data assimilation under consideration of parameter interdependence,2017
"Kavousi, J|Reimer, JD|Tanaka, Y|Nakamura, T",MARINE ENVIRONMENTAL RESEARCH, Elsevier Ltd. All rights reserved.,Colony-specific investigations reveal highly variable responses among individual corals to ocean acidification and warming,2015
"Gao, GH|Vink, JC|Chen, CH|El Khamra, Y|Tarrahi, M",COMPUTATIONAL GEOSCIENCES,,Distributed Gauss-Newton optimization method for history matching problems with multiple best matches,2017
"Cai, J|Yin, YB|Zhang, L|Chen, X",MATHEMATICAL PROBLEMS IN ENGINEERING,,Joint Optimization of Preventive Maintenance and Spare Parts Inventory with Appointment Policy,2017
"Mukhopadhyay, T|Chakraborty, S|Dey, S|Adhikari, S|Chowdhury, R",ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING,,A Critical Assessment of Kriging Model Variants for High-Fidelity Uncertainty Quantification in Dynamics of composite Shells,2017
"Voiannis, E|Nikolopoulos, D",SCIENCE OF THE TOTAL ENVIRONMENT, (C) 2008 Elsevier B.V. All rights reserved.,Modelling of radon concentration peaks in thermal spas: Application to Polichnitos and Eftalou spas (Lesvos Island-Greece),2008
"Yoon, GH|Kim, YY",INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING," Copyright (c) 2006 John Wiley & Sons, Ltd.",Topology optimization of material-nonlinear continuum structures by the element connectivity parameterization,2007
"Houbraken, M|Ngoc, KD|van den Berg, F|Spanoghe, P",SCIENCE OF THE TOTAL ENVIRONMENT, (C) 2017 Elsevier B.V. All rights reserved.,Modelling pesticides volatilisation in greenhouses: Sensitivity analysis of a modified PEARL model,2017
"Giglio, L|Schroeder, W",REMOTE SENSING OF ENVIRONMENT, Published by Elsevier Inc,A global feasibility assessment of the bi-spectral fire temperature and area retrieval using MODIS data,2014
"Tan, CC|Tung, CP|Chen, CH|Yeh, WWG",ADVANCES IN WATER RESOURCES, Elsevier Ltd. All rights reserved.,An integrated optimization algorithm for parameter structure identification in groundwater modeling,2008
"Sikorska, AE|Del Giudice, D|Banasik, K|Rieckermann, J",JOURNAL OF HYDROLOGY, (C) 2015 Elsevier B.V. All rights reserved.,The value of streamflow data in improving TSS predictions - Bayesian multi-objective calibration,2015
"Zieher, T|Rutzinger, M|Schneider-Muntau, B|Perzl, F|Leidinger, D|Formayer, H|Geitner, C",NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,,Sensitivity analysis and calibration of a dynamic physically based slope stability model,2017
"Takezawa, A|Nishiwaki, S|Kitamura, M",JOURNAL OF COMPUTATIONAL PHYSICS,,Shape and topology optimization based on the phase field method and sensitivity analysis,2010
